"areacd","year","value"
"E07000041","2021",6.1
"E07000042","2021",5.1
"E07000043","2021",3.6
"E07000044","2021",NA
"E07000045","2021",8.6
"E07000046","2021",8.3
"E07000047","2021",NA
"E07000061","2021",NA
"E07000062","2021",NA
"E07000063","2021",6.4
"E07000064","2021",10.7
"E07000065","2021",1.8
"E07000066","2021",6.2
"E07000067","2021",6.5
"E07000068","2021",NA
"E07000069","2021",8.3
"E07000070","2021",3.8
"E07000071","2021",3
"E07000072","2021",4.2
"E07000073","2021",4.9
"E07000074","2021",NA
"E07000075","2021",2.5
"E07000076","2021",11.8
"E07000077","2021",NA
"E07000078","2021",2.3
"E07000079","2021",6.7
"E07000080","2021",3.1
"E07000081","2021",3.3
"E07000082","2021",2.9
"E07000083","2021",9.3
"E07000084","2021",4.4
"E07000085","2021",NA
"E07000086","2021",3
"E07000087","2021",6.1
"E07000088","2021",9.2
"E07000089","2021",3.9
"E07000090","2021",5.4
"E07000091","2021",4.8
"E07000092","2021",NA
"E07000093","2021",4.1
"E07000094","2021",3.6
"E07000095","2021",6.4
"E07000096","2021",6.5
"E07000098","2021",NA
"E07000099","2021",NA
"E07000102","2021",6.5
"E07000103","2021",3.2
"E07000105","2021",13.1
"E07000106","2021",7.7
"E07000107","2021",NA
"E07000108","2021",7.7
"E07000109","2021",8.5
"E07000110","2021",NA
"E07000111","2021",3.7
"E07000112","2021",6
"E07000113","2021",8.7
"E07000114","2021",9.8
"E07000115","2021",5.1
"E07000116","2021",5.9
"E07000117","2021",21.9
"E07000118","2021",2.3
"E07000119","2021",5.8
"E07000120","2021",6.7
"E07000121","2021",1.4
"E07000122","2021",17.4
"E07000123","2021",6.9
"E07000124","2021",6.2
"E07000125","2021",NA
"E07000126","2021",8.8
"E07000127","2021",5.3
"E07000128","2021",NA
"E07000129","2021",2.5
"E07000130","2021",4.6
"E07000131","2021",5
"E07000132","2021",8.1
"E07000133","2021",6.2
"E07000134","2021",5
"E07000135","2021",15.8
"E07000136","2021",13
"E07000137","2021",18.8
"E07000138","2021",4.1
"E07000139","2021",2.6
"E07000140","2021",6.2
"E07000141","2021",5.8
"E07000142","2021",9.4
"E07000143","2021",9.2
"E07000144","2021",8.9
"E07000145","2021",12.8
"E07000146","2021",6.7
"E07000147","2021",4.5
"E07000148","2021",4.9
"E07000149","2021",3.1
"E07000163","2021",NA
"E07000164","2021",4.3
"E07000165","2021",2.1
"E07000166","2021",5.1
"E07000167","2021",13
"E07000168","2021",9.1
"E07000169","2021",10
"E07000170","2021",6.7
"E07000171","2021",4.9
"E07000172","2021",5.5
"E07000173","2021",5.6
"E07000174","2021",17.7
"E07000175","2021",12.2
"E07000176","2021",5
"E07000177","2021",4.6
"E07000178","2021",2.3
"E07000179","2021",2.6
"E07000180","2021",4.6
"E07000181","2021",3.4
"E07000187","2021",7.7
"E07000188","2021",6.1
"E07000189","2021",5.1
"E07000192","2021",8.8
"E07000193","2021",7.3
"E07000194","2021",7.4
"E07000195","2021",7.6
"E07000196","2021",3.7
"E07000197","2021",4.4
"E07000198","2021",4.1
"E07000199","2021",7.1
"E07000200","2021",5.5
"E07000202","2021",7
"E07000203","2021",4.7
"E07000207","2021",2.2
"E07000208","2021",NA
"E07000209","2021",3
"E07000210","2021",5.5
"E07000211","2021",5.8
"E07000212","2021",5.9
"E07000213","2021",10.2
"E07000214","2021",4.9
"E07000215","2021",5.6
"E07000216","2021",NA
"E07000217","2021",NA
"E07000218","2021",4
"E07000219","2021",9.8
"E07000220","2021",4.2
"E07000221","2021",4.2
"E07000222","2021",3.6
"E07000223","2021",5.8
"E07000224","2021",NA
"E07000225","2021",4.7
"E07000226","2021",6.9
"E07000227","2021",5.4
"E07000228","2021",2.2
"E07000229","2021",6
"E07000234","2021",3.6
"E07000235","2021",2.9
"E07000236","2021",7.2
"E07000237","2021",6.4
"E07000238","2021",6.4
"E07000239","2021",NA
"E07000240","2021",3.6
"E07000241","2021",3.6
"E07000242","2021",4.5
"E07000243","2021",8.3
"E07000244","2021",5.6
"E07000245","2021",9.6
"E07000246","2021",5.3
"E08000001","2021",8.9
"E08000002","2021",6.5
"E08000003","2021",10.4
"E08000004","2021",10.6
"E08000005","2021",11
"E08000006","2021",7.8
"E08000007","2021",7.3
"E08000008","2021",7.7
"E08000009","2021",4.4
"E08000010","2021",6.4
"E08000011","2021",9.5
"E08000012","2021",7.9
"E08000013","2021",6.4
"E08000014","2021",5.9
"E08000015","2021",9.3
"E08000016","2021",9.3
"E08000017","2021",9.4
"E08000018","2021",8.3
"E08000019","2021",4.2
"E08000021","2021",10.4
"E08000022","2021",7.3
"E08000023","2021",8.3
"E08000024","2021",10.2
"E08000025","2021",10.9
"E08000026","2021",7.6
"E08000027","2021",8.5
"E08000028","2021",11.5
"E08000029","2021",4.7
"E08000030","2021",9.8
"E08000031","2021",9.5
"E08000032","2021",12.3
"E08000033","2021",8.3
"E08000034","2021",8.6
"E08000035","2021",6.5
"E08000036","2021",7.2
"E08000037","2021",9.2
"E09000001","2021",NA
"E09000002","2021",12.2
"E09000003","2021",6.9
"E09000004","2021",7.4
"E09000005","2021",7.6
"E09000006","2021",4.4
"E09000007","2021",6.2
"E09000008","2021",6.1
"E09000009","2021",7.3
"E09000010","2021",4.4
"E09000011","2021",4.4
"E09000012","2021",6.9
"E09000013","2021",2.3
"E09000014","2021",3.7
"E09000015","2021",3
"E09000016","2021",6.9
"E09000017","2021",7.3
"E09000018","2021",5
"E09000019","2021",6.7
"E09000020","2021",2.8
"E09000021","2021",3
"E09000022","2021",3.9
"E09000023","2021",6.1
"E09000024","2021",2.3
"E09000025","2021",6.3
"E09000026","2021",7.4
"E09000027","2021",2.9
"E09000028","2021",6.2
"E09000029","2021",5.3
"E09000030","2021",6.5
"E09000031","2021",3.6
"E09000032","2021",1.4
"E09000033","2021",6
"E10000003","2021",NA
"E10000006","2021",NA
"E10000007","2021",NA
"E10000008","2021",NA
"E10000011","2021",NA
"E10000012","2021",NA
"E10000013","2021",NA
"E10000014","2021",NA
"E10000015","2021",NA
"E10000016","2021",NA
"E10000017","2021",NA
"E10000018","2021",NA
"E10000019","2021",NA
"E10000020","2021",NA
"E10000023","2021",NA
"E10000024","2021",NA
"E10000025","2021",NA
"E10000027","2021",NA
"E10000028","2021",NA
"E10000029","2021",NA
"E10000030","2021",NA
"E10000031","2021",NA
"E10000032","2021",NA
"E10000034","2021",NA
"E12000001","2021",8.2
"E12000002","2021",7.5
"E12000003","2021",7.8
"E12000004","2021",7.5
"E12000005","2021",7.8
"E12000006","2021",5.8
"E12000007","2021",5.5
"E12000008","2021",5
"E12000009","2021",5
"E92000001","2021",NA
"K02000001","2021",6.8
"N09000001","2021",NA
"N09000002","2021",NA
"N09000003","2021",NA
"N09000004","2021",NA
"N09000005","2021",NA
"N09000006","2021",NA
"N09000007","2021",NA
"N09000008","2021",NA
"N09000009","2021",NA
"N09000010","2021",NA
"N09000011","2021",NA
"N92000002","2021",11.8
"S12000005","2021",8.8
"S12000006","2021",8.9
"S12000008","2021",5.7
"S12000010","2021",4.4
"S12000011","2021",4.5
"S12000013","2021",4.5
"S12000014","2021",10.1
"S12000017","2021",5.4
"S12000018","2021",9.7
"S12000019","2021",4.4
"S12000020","2021",5.2
"S12000021","2021",11.7
"S12000023","2021",7.9
"S12000026","2021",8
"S12000027","2021",11.5
"S12000028","2021",5.2
"S12000029","2021",8
"S12000030","2021",NA
"S12000033","2021",4.6
"S12000034","2021",6.5
"S12000035","2021",6.1
"S12000036","2021",4.2
"S12000038","2021",7.1
"S12000039","2021",NA
"S12000040","2021",NA
"S12000041","2021",4.2
"S12000042","2021",6.7
"S12000045","2021",7.1
"S12000047","2021",7
"S12000048","2021",4.6
"S12000049","2021",10
"S12000050","2021",18.6
"S92000003","2021",7.8
"W06000001","2021",10.2
"W06000002","2021",6.9
"W06000003","2021",7.6
"W06000004","2021",6.4
"W06000005","2021",6.6
"W06000006","2021",9.3
"W06000008","2021",3.5
"W06000009","2021",7.5
"W06000010","2021",8.3
"W06000011","2021",7.9
"W06000012","2021",10.6
"W06000013","2021",9.6
"W06000014","2021",4.1
"W06000015","2021",7.7
"W06000016","2021",10.1
"W06000018","2021",10.3
"W06000019","2021",16.3
"W06000020","2021",8.9
"W06000021","2021",3.1
"W06000022","2021",6.8
"W06000023","2021",5.7
"W06000024","2021",21.3
"W92000004","2021",8.3
