"areacd","year","value"
"E06000001","2020",1001.31786
"E06000002","2020",2622.13817
"E06000003","2020",559.9547557
"E06000004","2020",963.333888
"E06000005","2020",543.8742367
"E06000006","2020",1640.776441
"E06000007","2020",1159.272737
"E06000008","2020",1094.932861
"E06000009","2020",3968.380512
"E06000010","2020",3619.902296
"E06000011","2020",142.7859819
"E06000012","2020",827.3367289
"E06000013","2020",204.0668303
"E06000014","2020",775.9591376
"E06000015","2020",3291.174929
"E06000016","2020",4827.186568
"E06000017","2020",106.0049294
"E06000018","2020",4517.940525
"E06000019","2020",88.82606094
"E06000020","2020",624.5726605
"E06000021","2020",2746.132897
"E06000022","2020",567.7049693
"E06000023","2020",4248.024693
"E06000024","2020",576.787548
"E06000025","2020",579.0474535
"E06000026","2020",3291.671728
"E06000027","2020",2166.085993
"E06000030","2020",968.6548891
"E06000031","2020",590.0957021
"E06000032","2020",4925.390693
"E06000033","2020",4385.759055
"E06000034","2020",1071.375165
"E06000035","2020",1440.999163
"E06000036","2020",1135.126339
"E06000037","2020",225.0381797
"E06000038","2020",3968.94393
"E06000039","2020",4596.443355
"E06000040","2020",769.83049
"E06000041","2020",971.9471071
"E06000042","2020",875.5010503
"E06000043","2020",3521.997849
"E06000044","2020",5314.895134
"E06000045","2020",5069.525749
"E06000046","2020",374.8379959
"E06000047","2020",239.5221606
"E06000049","2020",331.5166522
"E06000050","2020",373.7134623
"E06000051","2020",101.7788331
"E06000052","2020",161.7009286
"E06000053","2020",136.4162842
"E06000054","2020",154.844136
"E06000055","2020",366.6750488
"E06000056","2020",410.9404712
"E06000057","2020",64.50817477
"E06000058","2020",2449.489449
"E06000059","2020",152.467913
"E06000060","2020",349.5704748
"E06000061","2020",NA
"E06000062","2020",NA
"E07000008","2020",3072.899134
"E07000009","2020",138.4522314
"E07000010","2020",186.8056778
"E07000011","2020",197.5168179
"E07000012","2020",178.4600028
"E07000026","2020",78.75968808
"E07000027","2020",856.5915804
"E07000028","2020",104.5208514
"E07000029","2020",92.98271003
"E07000030","2020",25.09089112
"E07000031","2020",68.32142075
"E07000032","2020",485.3451598
"E07000033","2020",507.0954697
"E07000034","2020",1589.001018
"E07000035","2020",91.3929801
"E07000036","2020",1052.010351
"E07000037","2020",171.8151742
"E07000038","2020",370.8538535
"E07000039","2020",323.8902317
"E07000040","2020",181.8617917
"E07000041","2020",2834.875864
"E07000042","2020",91.23693802
"E07000043","2020",90.40545516
"E07000044","2020",99.20095327
"E07000045","2020",200.422755
"E07000046","2020",69.84852752
"E07000047","2020",48.40931938
"E07000061","2020",2339.68502
"E07000062","2020",3106.245448
"E07000063","2020",354.4078026
"E07000064","2020",189.8471914
"E07000065","2020",195.3283149
"E07000066","2020",1705.057227
"E07000067","2020",250.2681427
"E07000068","2020",504.4405159
