"areacd","year","value"
"E07000081","2018",82.7
"E07000082","2018",83.7
"E07000083","2018",84.6
"E07000084","2018",83.8
"E07000085","2018",84.6
"E07000086","2018",85
"E07000087","2018",84
"E07000088","2018",83.2
"E07000089","2018",85.1
"E07000090","2018",83.2
"E07000091","2018",85.5
"E07000092","2018",82.7
"E07000093","2018",84.9
"E07000094","2018",85.2
"E07000095","2018",85
"E07000096","2018",84.3
"E07000098","2018",84
"E07000099","2018",83.8
"E07000102","2018",84
"E07000103","2018",82.7
"E07000105","2018",84.2
"E07000106","2018",83.4
"E07000107","2018",82.2
"E07000108","2018",82.3
"E07000109","2018",83.7
"E07000110","2018",83.7
"E07000111","2018",84.8
"E07000112","2018",83.1
"E07000113","2018",82.9
"E07000114","2018",82.2
"E07000115","2018",84.3
"E07000116","2018",84.5
"E07000117","2018",81.4
"E07000118","2018",82.4
"E07000119","2018",82.9
"E07000120","2018",80.7
"E07000121","2018",82.5
"E07000122","2018",81.3
"E07000123","2018",80.9
"E07000124","2018",83.5
"E07000125","2018",82.2
"E07000126","2018",83.4
"E07000127","2018",82.2
"E07000128","2018",82.4
"E07000129","2018",84.9
"E07000130","2018",83.9
"E07000131","2018",84.9
"E07000132","2018",83.9
"E07000133","2018",83.8
"E07000134","2018",83.2
"E07000135","2018",84.5
"E07000136","2018",82.1
"E07000137","2018",82
"E07000138","2018",80.5
"E07000139","2018",84.1
"E07000140","2018",83.1
"E07000141","2018",83.8
"E07000142","2018",83.5
"E07000143","2018",84.3
"E07000144","2018",84.9
"E07000145","2018",82.6
"E07000146","2018",82.8
"E07000147","2018",84.8
"E07000148","2018",83.2
"E07000149","2018",85
"E07000163","2018",85
"E07000164","2018",85
"E07000165","2018",84.6
"E07000166","2018",84
"E07000167","2018",85.3
"E07000168","2018",82.8
"E07000169","2018",83.2
"E07000170","2018",81.8
"E07000171","2018",82.5
"E07000172","2018",83
"E07000173","2018",82.9
"E07000174","2018",81.3
"E07000175","2018",82.9
"E07000176","2018",84.6
"E07000177","2018",83.5
"E07000178","2018",84.5
"E07000179","2018",85.5
"E07000180","2018",85.4
"E07000181","2018",84.6
"E07000187","2018",84.4
"E07000188","2018",84.1
"E07000189","2018",84.5
"E07000192","2018",82.4
"E07000193","2018",82.7
"E07000194","2018",83.4
"E07000195","2018",82.4
"E07000196","2018",83.9
"E07000197","2018",83.9
"E07000198","2018",83.1
"E07000199","2018",82.9
"E07000200","2018",84.7
"E07000202","2018",83.2
"E07000203","2018",85
"E07000207","2018",85.6
"E07000208","2018",86.1
"E07000209","2018",85.3
"E07000210","2018",86.3
"E07000211","2018",84.5
"E07000212","2018",84.3
"E07000213","2018",84.2
"E07000214","2018",84.7
"E07000215","2018",85
"E07000216","2018",85.7
"E07000217","2018",84.3
"E07000218","2018",82.6
"E07000219","2018",82.6
"E07000220","2018",83.5
"E07000221","2018",84.6
"E07000222","2018",84.2
"E07000223","2018",83.7
"E07000224","2018",83.5
"E07000225","2018",84.8
"E07000226","2018",83.4
"E07000227","2018",85.1
"E07000228","2018",85.2
"E07000229","2018",83.1
"E07000234","2018",83.8
"E07000235","2018",84
"E07000236","2018",83.3
"E07000237","2018",83.3
"E07000238","2018",85.1
"E07000239","2018",83.7
"E07000240","2018",85.3
"E07000241","2018",84.2
"E07000242","2018",84.9
"E07000243","2018",83
"E07000244","2018",83.7
"E07000245","2018",84.6
"E07000246","2018",83.6
"E08000001","2018",81.5
"E08000002","2018",81.7
"E08000003","2018",79.8
"E08000004","2018",81.2
"E08000005","2018",81
"E08000006","2018",80.9
"E08000007","2018",83.3
"E08000008","2018",80.7
"E08000009","2018",83.9
"E08000010","2018",81.2
"E08000011","2018",80.4
"E08000012","2018",80.1
"E08000013","2018",81
"E08000014","2018",82.6
"E08000015","2018",82
"E08000016","2018",81.9
"E08000017","2018",81.6
"E08000018","2018",81.8
"E08000019","2018",82.3
"E08000021","2018",81.7
"E08000022","2018",82.1
"E08000023","2018",81.5
"E08000024","2018",81.4
"E08000025","2018",82.1
"E08000026","2018",82.3
"E08000027","2018",82.8
"E08000028","2018",81.1
"E08000029","2018",84.1
"E08000030","2018",82
"E08000031","2018",81.4
"E08000032","2018",81.6
"E08000033","2018",82.2
"E08000034","2018",82.5
"E08000035","2018",82.1
"E08000036","2018",81.9
"E08000037","2018",81.4
"E09000001","2018",NA
"E09000002","2018",82.7
"E09000003","2018",85.8
"E09000004","2018",84.1
"E09000005","2018",85.1
"E09000006","2018",85
"E09000007","2018",87
"E09000008","2018",84
"E09000009","2018",84.8
"E09000010","2018",84.8
"E09000011","2018",83
"E09000012","2018",83.7
"E09000013","2018",84.6
"E09000014","2018",85
"E09000015","2018",86
"E09000016","2018",84
"E09000017","2018",84
"E09000018","2018",83.8
"E09000019","2018",83.3
"E09000020","2018",86.8
"E09000021","2018",84.9
"E09000022","2018",83.7
"E09000023","2018",83.8
"E09000024","2018",84.3
"E09000025","2018",83.3
"E09000026","2018",84.8
"E09000027","2018",86.4
"E09000028","2018",84.6
"E09000029","2018",83.9
"E09000030","2018",83.2
"E09000031","2018",84.5
"E09000032","2018",84
"E09000033","2018",86.5
"E10000003","2018",84.3
"E10000006","2018",82.9
"E10000007","2018",83
"E10000008","2018",84.1
"E10000011","2018",84
"E10000012","2018",83.3
"E10000013","2018",83.7
"E10000014","2018",84.4
"E10000015","2018",84.2
"E10000016","2018",83.4
"E10000017","2018",82.2
"E10000018","2018",84.2
"E10000019","2018",82.9
"E10000020","2018",84
"E10000023","2018",84.2
"E10000024","2018",82.7
"E10000025","2018",84.7
"E10000027","2018",84.1
"E10000028","2018",83.1
"E10000029","2018",84.2
"E10000030","2018",85.1
"E10000031","2018",83.7
"E10000032","2018",84.2
"E10000034","2018",83.9
"E12000001","2018",81.7
"E12000002","2018",81.9
"E12000003","2018",82.4
"E12000004","2018",82.9
"E12000005","2018",82.7
"E12000006","2018",83.7
"E12000007","2018",84.5
"E12000008","2018",84.1
"E12000009","2018",83.8
"E92000001","2018",83.2
"K02000001","2018",82.9
"N09000001","2018",82
"N09000002","2018",82.9
"N09000003","2018",81.1
"N09000004","2018",83.1
"N09000005","2018",81.3
"N09000006","2018",83
"N09000007","2018",83.2
"N09000008","2018",82.5
"N09000009","2018",82.7
"N09000010","2018",83.1
"N09000011","2018",82.6
"N92000002","2018",82.4
"S12000005","2018",80.7
"S12000006","2018",81.8
"S12000008","2018",80
"S12000010","2018",82.4
"S12000011","2018",83.6
"S12000013","2018",82.8
"S12000014","2018",80.3
"S12000017","2018",82.4
"S12000018","2018",79.6
"S12000019","2018",81.7
"S12000020","2018",81.7
"S12000021","2018",79.9
"S12000023","2018",82.1
"S12000026","2018",82.1
"S12000027","2018",83.4
"S12000028","2018",81.3
"S12000029","2018",80.6
"S12000030","2018",82.8
"S12000033","2018",81.1
"S12000034","2018",82.9
"S12000035","2018",81.8
"S12000036","2018",82.3
"S12000038","2018",80.4
"S12000039","2018",79.2
"S12000040","2018",80.8
"S12000041","2018",81.8
"S12000042","2018",79.2
"S12000045","2018",83.4
"S12000047","2018",81
"S12000048","2018",82.8
"S12000049","2018",NA
"S12000050","2018",NA
"S92000003","2018",81.1
"W06000001","2018",83.2
"W06000002","2018",83.3
"W06000003","2018",82.8
"W06000004","2018",81.5
"W06000005","2018",82.6
"W06000006","2018",81.3
"W06000008","2018",84.2
"W06000009","2018",83.3
"W06000010","2018",82.3
"W06000011","2018",82.2
"W06000012","2018",81
"W06000013","2018",81.1
"W06000014","2018",83.4
"W06000015","2018",82.9
"W06000016","2018",81.1
"W06000018","2018",81.3
"W06000019","2018",80.6
"W06000020","2018",82
"W06000021","2018",84.2
"W06000022","2018",81.9
"W06000023","2018",84
"W06000024","2018",80.6
"W92000004","2018",82.3
