"areacd","value","id","xDomainNumb"
"E07000118",8.751846082,13,1015
"E07000091",8.550628355,13,1015
"E07000172",7.768081744,13,1015
"E07000126",8.322157208,13,1015
"E09000024",7.439298756,13,1015
"E07000133",10.19233933,13,1015
"E07000117",7.350557851,13,1015
"E10000017",8.195135945,13,1015
"E06000009",7.11042693,13,1015
"E08000034",7.881461523,13,1015
"E07000213",7.81604312,13,1015
"E07000026",9.662527933,13,1015
"E07000038",8.489854876,13,1015
"E07000216",8.50699404,13,1015
"E06000049",8.354844056,13,1015
"E12000004",9,13,1015
"E07000066",8.429169221,13,1015
"E07000123",7.970796946,13,1015
"E07000106",8.410606508,13,1015
"E10000003",9.160494007,13,1015
"E10000014",8.475137531,13,1015
"E07000008",7.541750403,13,1015
"E07000088",7.716894723,13,1015
"E07000134",8.155283659,13,1015
"E12000002",8,13,1015
"E09000022",7.116946531,13,1015
"E08000009",7.623362496,13,1015
"E10000019",9.798224648,13,1015
"E06000050",8.870173846,13,1015
"E07000099",8.413595629,13,1015
"E09000017",7.443718743,13,1015
"E06000043",7.362073746,13,1015
"E09000021",7.253793286,13,1015
"E10000011",9.368772608,13,1015
"E10000024",8.536527484,13,1015
"E07000176",8.231786869,13,1015
"E08000017",8.868416931,13,1015
"E08000016",8.565730343,13,1015
"E07000109",8.627229983,13,1015
"E07000132",8.721979976,13,1015
"E06000044",7.05232336,13,1015
"E08000013",7.960749893,13,1015
"E12000006",9,13,1015
"E08000005",7.499009781,13,1015
"E08000006",7.679391566,13,1015
"E08000008",7.78138309,13,1015
"E08000023",8.287993624,13,1015
"E07000189",9.215981986,13,1015
"E07000112",9.055728502,13,1015
"E07000142",10.88121439,13,1015
"E06000040",7.662242736,13,1015
"E08000018",8.393789391,13,1015
"E07000028",8.723867875,13,1015
"E08000033",7.89674221,13,1015
"E07000122",7.190888127,13,1015
"E09000012",6.777438636,13,1015
"E07000138",7.811883377,13,1015
"E07000080",10.21691522,13,1015
"E07000181",9.457902699,13,1015
"E10000020",9.918245764,13,1015
"E07000222",8.258633255,13,1015
"E07000169",10.13857505,13,1015
"E09000009",7.586112768,13,1015
"E07000125",7.793772648,13,1015
"E07000061",11.01456107,13,1015
"E08000012",7.45561764,13,1015
"E07000046",11.57788516,13,1015
"E07000194",8.188607968,13,1015
"E08000002",7.788967448,13,1015
"E10000015",8.25553256,13,1015
"E07000077",9.718440419,13,1015
"E09000027",7.125222924,13,1015
"E07000219",8.31258433,13,1015
"E08000010",7.979335014,13,1015
"E07000220",8.487683265,13,1015
"E07000207",7.694487299,13,1015
"E06000038",7.912727913,13,1015
"E07000168",9.099709737,13,1015
"E08000029",8.157570862,13,1015
"E07000215",7.884664574,13,1015
"E07000131",9.892465279,13,1015
"E07000195",8.371198079,13,1015
"E08000036",8.437292358,13,1015
"E06000032",7.64302692,13,1015
"E10000027",9.044262986,13,1015
"E06000053",12.83919966,13,1015
"E08000024",7.793135306,13,1015
"E09000032",7.041363911,13,1015
"E07000092",7.322288184,13,1015
"E07000163",9.360304116,13,1015
"E06000042",8.191447727,13,1015
"E07000037",7.990690522,13,1015
"E09000003",7.288369042,13,1015
"E06000039",7.573084181,13,1015
"E07000067",8.852783852,13,1015
"E07000070",8.476587368,13,1015
"E07000029",10.47430801,13,1015
"E07000239",8.860738169,13,1015
"E08000003",7.402564398,13,1015
"E06000005",8.575687121,13,1015
"E12000003",8,13,1015
"E07000085",9.317114933,13,1015
"E07000094",8.936540482,13,1015
"E10000016",8.704152162,13,1015
"E07000148",8.040328144,13,1015
"E07000041",7.944678496,13,1015
"E06000051",10.35175599,13,1015
"E07000203",9.884639574,13,1015
"E07000111",8.25248596,13,1015
"E07000128",9.299862864,13,1015
"E07000079",10.0242701,13,1015
"E07000177",9.001811336,13,1015
"E07000087",8.306489516,13,1015
"E09000023",7.440535508,13,1015
"E06000014",8.263834262,13,1015
"E10000023",9.864077841,13,1015
"E09000004",7.696799275,13,1015
"E07000211",7.847352602,13,1015
"E09000005",7.230991321,13,1015
