"midpoint","count"
0,0
0.435,0
1.305,0
2.175,0
3.045,0
3.915,0
4.785,0
5.655,0
6.525,0
7.395,0
8.265,0
9.135,0
10.005,0
10.875,0
11.745,0
12.615,0
13.485,0
14.355,0
15.225,0
16.095,0
16.965,0
17.835,0
18.705,0
19.575,0
20.445,0
21.315,0
22.185,0
23.055,0
23.925,0
24.795,0
25.665,0
26.535,0
27.405,0
28.275,0
29.145,0
30.015,0
30.885,0
31.755,0
32.625,0
33.495,0
34.365,0
35.235,0
36.105,0
36.975,0
37.845,0
38.715,0
39.585,0
40.455,0
41.325,0
42.195,0
43.065,0
43.935,0
44.805,0
45.675,0
46.545,0
47.415,0
48.285,0
49.155,0
50.025,0
50.895,0
51.765,0
52.635,0
53.505,0
54.375,0
55.245,0
56.115,0
56.985,0
57.855,0
58.725,0
59.595,0
60.465,0
61.335,0
62.205,0
63.075,0
63.945,0
64.815,0
65.685,0
66.555,0
67.425,0
68.295,0
69.165,0
70.035,0
70.905,0
71.775,0
72.645,0
73.515,0
74.385,0
75.255,0
76.125,0
76.995,0
77.865,0
78.735,0
79.605,8
80.475,17
81.345,39
82.215,70
83.085,88
83.955,60
84.825,66
85.695,14
86.565,5
87.435,0
88.305,0
