areacd,2015,2022
E92000001,41.43,37.7598
E12000001,37.82,40.89117
E47000006,40.18,42.02032
E47000010,41.52,41.51019
E47000011,39.6,38.84198
E06000047,43.89,39.75588
E06000005,34.8,38.68313
E06000001,46.51,43.18182
E06000002,42.17,44.89796
E06000057,37.61,36.17021
E06000003,41.42,40.06309
E06000004,46.21,42.03187
E08000037,41.06,41.44578
E08000021,41.71,41.93012
E08000022,33.12,38.11659
E08000023,41.27,41.15854
E08000024,40.4,45.02447
E12000002,42.56,39.04628
E06000008,36.54,39.51965
E06000009,41.74,42.95302
E06000049,34.3,33.66093
E06000050,29.63,34.22914
E06000006,37.41,40.28269
E06000007,35.57,35.22013
E10000006,34.47,36.83084
E06000063,39.24,37.74954628
E06000064,36.04,35.77023499
E07000026,43.28,39.58333
E07000027,43.83,41.91176
E07000028,38.23,34.52915
E07000029,41.8,40.44118
E07000030,25.95,26.74419
E07000031,37.03,35.40373
E47000001,35.61,40.02346
E08000001,37.81,40.55118
E08000002,34.22,38.0744
E08000003,44.08,43.769
E08000004,41.77,42.40506
E08000005,37.94,41.65289
E08000006,43.92,42.64214
E08000007,38.5,35.88144
E08000008,34.67,39.20792
E08000009,30.29,33.55049
E08000010,36.09,38.06078
E10000017,34.72,37.55605
E07000117,42.45,42.55319
E07000118,30.24,34.24125
E07000119,32.42,31.65468
E07000120,37.83,42.36453
E07000121,36.87,36.64384
E07000122,44.44,40.07634
E07000123,32.82,37.38872
E07000124,36.78,33.91304
E07000125,33.7,38.09524
E07000126,40.62,36.21399
E07000127,40.01,37.88546
E07000128,31.84,36.36364
E47000004,42.67,41.37715
E08000011,41.8,42.65537
E08000012,42.73,45.18828
E08000014,40.77,38.44857
E08000013,45.12,44
E08000015,37.95,36.65087
E12000003,38.36,39.19072
E06000011,37.98,37.46224
E06000010,39.38,42.71845
E06000012,44.07,42.63566
E06000013,36.75,35.73265
E06000014,32.12,31.53639
E10000023,35.51,34.40367
E06000065,37.11,34.40367
E07000163,32.74,32.98969
E07000164,40.47,37.33333
E07000165,33.32,28.42466
E07000166,36.23,36.17021
E07000167,31.68,32.32323
E07000168,35.69,39.0625
E07000169,38.32,37.95181
E47000002,36.24,40.25892
E08000016,37.61,40.03623
E08000017,43.12,40.92769
E08000018,37.86,41.06583
E08000019,41.87,39.58166
E47000003,44.66,39.85482
E08000032,38.78,41.4651
E08000033,29.95,33.6
E08000034,42.47,40.69661
E08000035,37.64,39.44954
E08000036,44.7,40.68692
E12000004,36.2,37.80088
E06000015,39.33,41.55251
E06000016,36.76,40.82969
E06000061,43.79,39.09677
E06000018,48.92,44.75138
E06000017,27.23,30.15873
E06000062,31.94,35.87196
E10000007,34.35,36.29893
E07000032,40.18,37.21805
E07000033,41.48,42.93785
E07000034,36.86,39.55556
E07000035,27.22,28.46715
E07000036,32.57,35.98326
E07000037,30.9,31.49171
E07000038,37.34,35.9447
E07000039,36.05,35.91837
E10000018,33.37,33.20053
E07000129,35.72,31.95021
E07000130,33.11,34.59459
E07000131,24.28,28.64583
E07000132,36.58,33.89831
E07000133,36.91,36.93694
E07000134,30.57,34.0708
E07000135,29.29,32.30769
E10000019,39.82,38.27238
E07000136,40.45,45.12195
E07000137,38.59,39.70037
E07000138,35.15,39.37824
E07000139,34.99,34.58647
E07000140,36.86,41.26984
E07000141,37.92,34.82428
E07000142,38.65,36.78756
E10000024,32.92,37.60086
E07000170,38.23,42.29508
E07000171,42.5,38.49206
E07000172,32.56,36.99187
E07000173,37.19,39.01515
E07000174,37.73,41.53846
E07000175,36.42,38.07692
E07000176,26.69,26.47059
E12000005,44.23,40.83728
E06000019,37.96,36.07955
E06000051,31.85,33.0855
E06000021,43.55,44.74886
E06000020,43.1,40.79823
E10000028,41.43,37.78776
E07000192,43.04,38.64734
E07000193,37.41,39.78495
E07000194,32.19,33.49057
E07000195,38.1,36.66667
E07000196,34.65,38.04878
E07000197,40.5,36.32959
E07000198,39.71,38.65979
E07000199,36.34,41.01124
E10000031,31.02,35.9375
E07000218,37.98,39.16084
E07000219,44.52,42.1875
E07000220,34.76,37.13235
E07000221,27.41,31.51751
E07000222,26.92,30.20833
E47000007,39.36,43.64678
E08000025,46.93,42.66881
E08000026,45.02,41.08911
E08000027,38.94,42.91609
E08000028,48.27,48.97959
E08000029,32.69,33.26316
E08000030,44.79,46.91011
E08000031,43.99,47.98928
E10000034,31.12,35.70205
E07000234,29.38,31.41361
E07000235,36.82,31.81818
E07000236,40.4,42.26804
E07000237,36.35,38.13953
E07000238,28.19,31.62393
E07000239,41.21,38.30846
E12000006,38.48,35.37677
E06000055,35.7,39.12037
E06000056,29.55,33.67347
E06000032,47.09,43.60465
E06000031,38.87,41.16608
E06000033,42.76,37.78338
E06000034,45.61,41.83673
E10000003,36.74,32.14014
E47000008,29.87,34.85897
E07000008,32.86,30.96447
E07000009,34.17,34.82587
E07000010,38.57,40.10152
E07000011,29.36,32.38636
E07000012,28.81,26.77596
E10000012,39.21,34.68331
E07000066,37.7,36.93305
E07000067,35.03,34.7432
E07000068,22.24,26.92308
E07000069,42.62,38.17204
E07000070,31.99,31.13924
E07000071,38.14,33.95785
E07000072,31.5,34.57249
E07000073,44.17,40
E07000074,40.37,36.71875
E07000075,33.31,34.4086
E07000076,40.49,38.33333
E07000077,28.68,28.07882
E10000015,34.58,31.73897
E07000095,38.46,42.32558
E07000096,29.73,31.4121
E07000242,26.76,29.62963
E07000098,33.99,34.19913
E07000099,28.13,28.35821
E07000240,26.22,23.42105
E07000243,39.45,37.61905
E07000102,31.4,29.76744
E07000103,32.79,37.3494
E07000241,35.67,31.90661
E10000020,39.53,36.49852
E07000143,32.27,37.16475
E07000144,35.09,31.04839
E07000145,42.08,39.90148
E07000146,35.71,40.27778
E07000147,32.74,35.44304
E07000148,33.87,38.61004
E07000149,32.01,32.83582
E10000029,39.07,36.02941
E07000200,28.87,32.55814
E07000244,36.44,38.97216
E07000202,38.89,39.43218
E07000203,32.8,33.68421
E07000245,34.61,31.90883
E12000007,39.42,40.45356
E09000007,34.9,38.06228
E67000001,44.27,41.0596
E09000013,37.37,37.55459
E09000014,32.07,36.85393
E09000019,46.49,41.49856
E09000020,33.24,37.31343
E09000022,38.75,42.44306
E09000023,43.18,41.36213
E09000025,42.4,46.33596
E09000028,42.6,42.43478
E09000030,42.89,45.35073
E09000032,31.5,35.9375
E09000033,44.59,46.90265
E09000002,51.9,49.07275
E09000003,38.33,34.87242
E09000004,42.74,40.42208
E09000005,44,40.33149
E09000006,37.99,33.93393
E09000008,37.82,41.89349
E09000009,37.14,40.91471
E09000010,40.46,42.17604
E09000011,42.19,44.12651
E09000015,38.87,39.56044
E09000016,38.13,39.29147
E09000017,38.47,41.72185
E09000018,41.85,42.81298
E09000021,26.91,29.76879
E09000024,30.77,34.81481
E09000026,42.9,43.53827
E09000027,27.09,24.5
E09000029,31.72,36.34497
E09000031,38.61,41.7657
E12000008,37.19,33.96541
E06000036,33.92,32.69962
E06000043,36.7,33.61702
E06000060,35.75,31.53078
E06000046,35.6,34.59916
E06000035,40.74,41.25364
E06000042,34.87,39.48718
E06000044,43.46,42.26328
E06000038,37.46,37.97101
E06000039,42.7,43.31897
E06000045,36.78,39.77486
E06000037,26.57,28.44037
E06000040,34.2,31.78808
E06000041,32.44,29.5082
E10000011,37.42,32.8252
E07000061,30.07,31.95876
E07000062,36.15,38.42105
E07000063,26.18,30.33708
E07000064,35.77,33.57143
E07000065,26.22,30.14184
E10000014,34.55,33.72133
E07000084,37.53,33.93316
E07000085,32.23,33.03965
E07000086,35.03,33.43373
E07000087,27.74,32.45614
E07000088,38.77,39.78495
E07000089,28.23,27.63158
E07000090,41.61,38.07692
E07000091,35.64,33.43558
E07000092,36.56,40
E07000093,34.46,33.92226
E07000094,27.76,26.69323
E10000016,31.09,35.82788
E07000105,36.91,37.81818
E07000106,38.6,34.1637
E07000107,44.24,39.72603
E07000108,41.7,38.42593
E07000112,41.56,38.24885
E07000109,41.74,41.66667
E07000110,34.2,33.96226
E07000111,33.91,31.75966
E07000113,35.85,38.53821
E07000114,34.19,37.23404
E07000115,27.07,30.7971
E07000116,27.18,27.92793
E10000025,30.85,33.56164
E07000177,38.29,35.63218
E07000178,42.58,38.90909
E07000179,33.53,28.71287
E07000180,35.96,31.84932
E07000181,27.8,32.2314
E10000030,29.01,24.95746
E07000207,17.61,16.93989
E07000208,24.78,22.36842
E07000209,17.86,22.6601
E07000210,21.26,20.74074
E07000211,31.27,28.82096
E07000212,28.53,28.94737
E07000213,28.78,29.71014
E07000214,30.26,30.20134
E07000215,25.59,27.5
E07000216,20.07,22.5641
E07000217,24.77,26.89655
E10000032,35.62,33.07607
E07000223,31.15,33.7931
E07000224,34.89,36.21795
E07000225,37.43,36.32075
E07000226,37.56,37.45819
E07000227,26.88,25.08591
E07000228,24.58,29.23077
E07000229,34.63,35.06494
E12000009,29.63,33.6893
E47000009,32.94,33.84944
E06000022,32.47,28.85154
E06000058,28.51,33.06122
E06000023,35.69,36.42312
E67000002,33.19,34.93213
E06000059,28.97,30.95238
E06000024,28.68,32.83262
E06000026,31.38,35.14056
E06000025,33.43,32.94314
E06000030,32.68,36.93517
E06000027,37.49,36.53846
E06000054,29.65,33.05322
E10000008,32.74,31.33705
E07000040,32.19,31.34328
E07000041,27.24,31.42857
E07000042,36.61,33.33333
E07000043,28.04,30.80808
E07000044,27.34,26.66667
E07000045,32.44,32.05128
E07000046,31.35,35.29412
E07000047,32.24,29.03226
E10000013,35.48,34.45693
E07000078,27.26,32.1267
E07000079,33.54,29.375
E07000080,33.13,35.95506
E07000081,34.95,39.43218
E07000082,34.53,32.38866
E07000083,37.82,33.96226
E10000027,32.69,34.61909
E06000066,29.95,34.61909
E07000187,33.23,28.98551
E07000188,41.11,37.24696
E07000246,33.01,32.55814
E07000189,37.16,37.53846
