areacd,2018,2020
E92000001,44.79,52.30839
E12000001,50.15,50.77292
E47000006,53.36,51.51199
E47000010,47.12,50.53465
E47000011,53.15,50.49564
E06000047,54.84,51.26369
E06000005,45.64,51.30261
E06000001,45.93,48.21853
E06000002,47.85,55.17891
E06000057,53.54,50.36839
E06000003,44.16,51.98777
E06000004,54.18,50.51813
E08000037,45.5,46.81107
E08000021,47.46,50.04985
E08000022,47.13,51.2605
E08000023,49.52,50.62893
E08000024,47.64,51.6129
E12000002,50.96,51.22087
E06000008,43.64,43.67347
E06000009,47.81,48.7013
E06000049,57.35,54.45898
E06000050,50.92,53.80543
E06000006,51.15,56.66041
E06000007,56.03,53.1746
E10000006,47.58,49.16226
E07000026,52.95,49.44321
E07000027,41.4,47.81022
E07000028,44.86,50.58548
E07000029,44.52,46.49123
E07000030,52.27,48.35165
E07000031,46.55,50.69583
E47000001,51.09,52.05977
E08000001,51.51,52.62097
E08000002,55.91,53.5809
E08000003,51.8,49.78417
E08000004,41.78,48.17001
E08000005,47.09,51.2761
E08000006,53.13,51.78147
E08000007,52.99,54.72313
E08000008,47.55,51.58124
E08000009,51.64,55.15152
E08000010,51.6,52.28549
E10000017,47.26,48.91393
E07000117,46.31,45.87912
E07000118,51.41,51.05882
E07000119,46.99,47.39454
E07000120,43.86,45.51282
E07000121,49.41,50.92749
E07000122,48.63,49.7006
E07000123,49.63,47.04492
E07000124,51.04,50.17182
E07000125,45.35,53.11355
E07000126,51.45,48.44125
E07000127,54.7,51.70341
E07000128,43.39,46.15385
E47000004,50.59,51.49784
E08000011,50.02,50.08104
E08000012,55.43,52.41139
E08000014,46.91,49.69834
E08000013,55.73,52.60274
E08000015,43.63,50.29051
E12000003,50.51,50.63807
E06000011,45.14,49.38907
E06000010,46.76,48.90351
E06000012,37.8,45.52239
E06000013,45.11,45.59043
E06000014,47.18,49.26108
E10000023,46.4,51.42857
E06000065,52.78,51.42857
E07000163,54.67,53.20755
E07000164,45.44,52.69608
E07000165,57.84,54.39883
E07000166,47.77,53.6036
E07000167,44.84,48.79518
E07000168,45.12,46.95652
E07000169,54.61,51.29534
E47000002,43.75,51.71713
E08000016,47.18,49.94299
E08000017,45.12,51.51515
E08000018,53.78,50.65723
E08000019,56.88,53.59043
E47000003,51.24,51.17325
E08000032,41.9,49.57433
E08000033,52.35,50.2445
E08000034,49.28,50.85389
E08000035,51.24,52.64466
E08000036,48.35,50.87719
E12000004,45.92,49.12333
E06000015,39.31,43.96201
E06000016,46.12,45.59387
E06000061,42.58,45.91574
E06000018,51.86,50.19711
E06000017,49.23,57.21393
E06000062,53.01,54.2706
E10000007,51.18,49.69079
E07000032,45.37,47.91252
E07000033,44.62,44.93671
E07000034,56.32,57.24466
E07000035,50.72,48.45679
E07000036,38.97,46.45309
E07000037,50.13,53.56265
E07000038,54.93,51.89076
E07000039,43.26,45.14286
E10000018,46.2,49.46365
E07000129,47.74,52.82051
E07000130,43.89,48.52174
E07000131,49.58,50.14837
E07000132,47.36,49.27536
E07000133,58.14,55.90909
E07000134,39.02,46.49351
E07000135,42.41,43.36735
E10000019,39.97,47.4883
E07000136,42.86,42.04947
E07000137,43.25,47.4026
E07000138,49.64,49.52681
E07000139,50.59,46.62309
E07000140,47.59,48.62843
E07000141,51.14,49.65398
E07000142,41.24,46.5995
E10000024,51.16,50.38678
E07000170,#VALUE!,na
E07000171,54.86,52.37069
E07000172,47.08,53.03738
E07000173,45.72,50.68807
E07000174,#VALUE!,na
E07000175,#VALUE!,na
E07000176,50.58,51.77665
E12000005,46.46,52.11884
E06000019,44.78,52.40506
E06000051,42.29,50.2805
E06000021,46.41,50.14138
E06000020,55.03,53.60231
E10000028,51.88,52.47969
E07000192,53.29,57.06941
E07000193,39.6,47.39454
E07000194,46.99,52.13033
E07000195,44.01,49.64539
E07000196,51.77,51.54867
E07000197,56.59,54.35484
E07000198,51.16,55.36481
E07000199,54.65,52.17391
E10000031,50.65,52.05232
E07000218,50.88,50.58824
E07000219,45.99,46.23431
E07000220,54.1,55.10689
E07000221,54.78,57.11775
E07000222,48.85,50
E47000007,50.83,51.63384
E08000025,44.41,51.48613
E08000026,45.45,51.54265
E08000027,49.8,56.62313
E08000028,43.46,48.80716
E08000029,56.19,53.27456
E08000030,43.15,48.7882
E08000031,52.67,50.96154
E10000034,54.16,54.55893
E07000234,50.2,54.66102
E07000235,50.87,56.85393
E07000236,48.85,49.83923
E07000237,47.98,54.38144
E07000238,57.5,54.94137
E07000239,56.14,55.05155
E12000006,53.35,52.86088
E06000055,50.11,57.16586
E06000056,46.69,54.5203
E06000032,43.92,50.82873
E06000031,45.35,47.44186
E06000033,44.77,50.81301
E06000034,47.78,48.44607
E10000003,49.05,54.17143
E47000008,55.03,52.84404
E07000008,63.8,60.89239
E07000009,56.52,55.69307
E07000010,53.38,50.34169
E07000011,53.03,50.75239
E07000012,57.81,55.67164
E10000012,54.78,51.94629
E07000066,42.56,48.38213
E07000067,53.85,55.99315
