E07000068,58.23,56.58915
E07000069,51.35,53.09524
E07000070,40.01,46.43423
E07000071,50.63,55.39143
E07000072,46.32,52.06074
E07000073,54.79,50.96154
E07000074,48.9,50.89606
E07000075,49.91,52
E07000076,51.17,50.05587
E07000077,57.75,56.72515
E10000015,50.18,54.13963
E07000095,53,53.71622
E07000096,56.86,54.80769
E07000242,59.54,55.92334
E07000098,49.7,56.43564
E07000099,62.47,58.52632
E07000240,53.1,52.12982
E07000243,45.53,52.02952
E07000102,54.99,52
E07000103,46.01,46.44195
E07000241,52.15,54.80226
E10000020,54.48,52.35939
E07000143,54.46,52.9771
E07000144,45.94,51.72414
E07000145,42.87,48.52652
E07000146,57.49,53.84615
E07000147,52.97,52.657
E07000148,57.83,54.74614
E07000149,49.01,51.86992
E10000029,49.61,53.80273
E07000200,45.89,51.94508
E07000244,54.51,52.78869
E07000202,49.47,53.69128
E07000203,57.16,53.53982
E07000245,55.63,56.80317
E12000007,#VALUE!,na
E09000007,#VALUE!,na
E09000001,#VALUE!,na
E09000012,45.59,49.90291
E09000013,#VALUE!,na
E09000014,#VALUE!,na
E09000019,#VALUE!,na
E09000020,#VALUE!,na
E09000022,48.5,54.22078
E09000023,51.83,51.26904
E09000025,47.36,51.46199
E09000028,43.63,49.89733
E09000030,45.27,52.49406
E09000032,#VALUE!,na
E09000033,#VALUE!,na
E09000002,#VALUE!,na
E09000003,#VALUE!,na
E09000004,51.59,53.13869
E09000005,#VALUE!,na
E09000006,55.59,54.64217
E09000008,47.2,53.69775
E09000009,#VALUE!,na
E09000010,#VALUE!,na
E09000011,50.52,50.34247
E09000015,#VALUE!,na
E09000016,#VALUE!,na
E09000017,55.43,51.76471
E09000018,56,52.87162
E09000021,#VALUE!,na
E09000024,#VALUE!,na
E09000026,#VALUE!,na
E09000027,#VALUE!,na
E09000029,#VALUE!,na
E09000031,#VALUE!,na
E12000008,49.44,54.51465
E06000036,51.32,51.43541
E06000043,54.4,50.71429
E06000060,#VALUE!,na
E06000046,52.95,51.693
E06000035,#VALUE!,na
E06000042,51.92,58.71212
E06000044,40.65,48.52713
E06000038,47.44,53.81356
E06000039,51.87,53.41246
E06000045,53.99,52.74854
E06000037,51.31,54.6875
E06000040,59.76,56.03113
E06000041,55.77,60.199
E10000011,57.09,53.76756
E07000061,53.22,52.99145
E07000062,50.25,55.40541
E07000063,50.73,57.60369
E07000064,58.75,56.68103
E07000065,43.92,48.45024
E10000014,55.88,55.71843
E07000084,50.33,53.74801
E07000085,55.03,61.32075
E07000086,60.72,56.87606
E07000087,45.66,53.57143
E07000088,49.08,56.18557
E07000089,56.12,57.72595
E07000090,57.23,54.42177
E07000091,51.42,53.26203
E07000092,52.13,51.40187
E07000093,50.75,57.32143
E07000094,56.25,58.50622
E10000016,51.28,52.54108
E07000105,43.14,46.4135
E07000106,50.16,51.75439
E07000107,49.91,55.66667
E07000108,46.67,51.8595
E07000112,46.72,48.27586
E07000109,#VALUE!,na
E07000110,#VALUE!,na
E07000111,#VALUE!,na
E07000113,#VALUE!,na
E07000114,45.7,51.9802
E07000115,#VALUE!,na
E07000116,#VALUE!,na
E10000025,57.97,55.74803
E07000177,45.88,53.44203
E07000178,50.18,55.71429
E07000179,51.12,58.77342
E07000180,52.67,56.09756
E07000181,49.42,54.24107
E10000030,60.17,56.31797
E07000207,#VALUE!,na
E07000208,#VALUE!,na
E07000209,53.19,56.09756
E07000210,#VALUE!,na
E07000211,#VALUE!,na
E07000212,#VALUE!,na
E07000213,60.58,57.69231
E07000214,54.68,53.43284
E07000215,56.36,56.23003
E07000216,57.79,56.99797
E07000217,#VALUE!,na
E10000032,56.77,55.4385
E07000223,52.1,51.32075
E07000224,47.3,53.75303
E07000225,57.08,57.14286
E07000226,54.17,55.76324
E07000227,57.61,55.71956
E07000228,60.98,58.83534
E07000229,55.66,54.23341
E12000009,49.91,53.41408
E47000009,58.03,54.41326
E06000022,58.11,54.21304
E06000058,44.93,52.14932
E06000023,50.29,54.96536
E67000002,53.36,52.20561
E06000059,54.32,52.54237
E06000024,50.33,55.30452
E06000026,54.96,54.81874
E06000025,56.12,53.83868
E06000030,48.43,49.39597
E06000027,48.78,54.02985
E06000054,56.25,54.53708
E10000008,57.21,54.65587
E07000040,50.23,53.76
E07000041,56.75,57.48503
E07000042,55.11,53.92157
E07000043,43.85,49.68421
E07000044,56.78,53.65854
E07000045,60.05,57.96875
E07000046,51.1,52.9052
E07000047,51.9,57.77126
E10000013,45.22,52.4084
E07000078,46.13,53.99061
E07000079,54.62,53.66492
E07000080,57.76,54.14201
E07000081,47.92,52.64368
E07000082,43.93,46.82713
E07000083,51.39,54.21995
E10000027,53.89,53.07692
E06000066,49.36,53.07692
E07000187,57.45,57.67635
E07000188,58.82,55.77617
E07000246,54.94,52.46753
E07000189,45.16,48.99244
