"areacd","year","value"
"E92000001","2018","44.79"
"E12000001","2018","50.15"
"E06000047","2018","54.84"
"E06000005","2018","45.64"
"E06000001","2018","45.93"
"E06000002","2018","47.85"
"E06000057","2018","53.54"
"E06000003","2018","44.16"
"E06000004","2018","54.18"
"E08000037","2018","45.5"
"E08000021","2018","47.46"
"E08000022","2018","47.13"
"E08000023","2018","49.52"
"E08000024","2018","47.64"
"E12000002","2018","50.96"
"E06000008","2018","43.64"
"E06000009","2018","47.81"
"E06000049","2018","57.35"
"E06000050","2018","50.92"
"E06000006","2018","51.15"
"E06000007","2018","56.03"
"E10000006","2018","47.58"
"E07000026","2018","52.95"
"E07000027","2018","41.4"
"E07000028","2018","44.86"
"E07000029","2018","44.52"
"E07000030","2018","52.27"
"E07000031","2018","46.55"
"E08000001","2018","51.51"
"E08000002","2018","55.91"
"E08000003","2018","51.8"
"E08000004","2018","41.78"
"E08000005","2018","47.09"
"E08000006","2018","53.13"
"E08000007","2018","52.99"
"E08000008","2018","47.55"
"E08000009","2018","51.64"
"E08000010","2018","51.6"
"E10000017","2018","47.26"
"E07000117","2018","46.31"
"E07000118","2018","51.41"
"E07000119","2018","46.99"
"E07000120","2018","43.86"
"E07000121","2018","49.41"
"E07000122","2018","48.63"
"E07000123","2018","49.63"
"E07000124","2018","51.04"
"E07000125","2018","45.35"
"E07000126","2018","51.45"
"E07000127","2018","54.7"
"E07000128","2018","43.39"
"E08000011","2018","50.02"
"E08000012","2018","55.43"
"E08000014","2018","46.91"
"E08000013","2018","55.73"
"E08000015","2018","43.63"
"E12000003","2018","50.51"
"E06000011","2018","45.14"
"E06000010","2018","46.76"
"E06000012","2018","37.8"
"E06000013","2018","45.11"
"E06000014","2018","47.18"
"E10000023","2018","46.4"
"E07000163","2018","54.67"
"E07000164","2018","45.44"
"E07000165","2018","57.84"
"E07000166","2018","47.77"
"E07000167","2018","44.84"
"E07000168","2018","45.12"
"E07000169","2018","54.61"
"E08000016","2018","47.18"
"E08000017","2018","45.12"
"E08000018","2018","53.78"
"E08000019","2018","56.88"
"E08000032","2018","41.9"
"E08000033","2018","52.35"
"E08000034","2018","49.28"
"E08000035","2018","51.24"
"E08000036","2018","48.35"
"E12000004","2018","45.92"
"E06000015","2018","39.31"
"E06000016","2018","46.12"
"E06000061","2018","42.58"
"E06000018","2018","51.86"
"E06000017","2018","49.23"
"E06000062","2018","53.01"
"E10000007","2018","51.18"
"E07000032","2018","45.37"
"E07000033","2018","44.62"
"E07000034","2018","56.32"
"E07000035","2018","50.72"
"E07000036","2018","38.97"
"E07000037","2018","50.13"
"E07000038","2018","54.93"
"E07000039","2018","43.26"
"E10000018","2018","46.2"
"E07000129","2018","47.74"
"E07000130","2018","43.89"
"E07000131","2018","49.58"
"E07000132","2018","47.36"
"E07000133","2018","58.14"
"E07000134","2018","39.02"
"E07000135","2018","42.41"
"E10000019","2018","39.97"
"E07000136","2018","42.86"
"E07000137","2018","43.25"
"E07000138","2018","49.64"
"E07000139","2018","50.59"
"E07000140","2018","47.59"
"E07000141","2018","51.14"
"E07000142","2018","41.24"
"E10000024","2018","51.16"
"E07000170","2018","#VALUE!"
"E07000171","2018","54.86"
"E07000172","2018","47.08"
"E07000173","2018","45.72"
"E07000174","2018","#VALUE!"
"E07000175","2018","#VALUE!"
"E07000176","2018","50.58"
"E12000005","2018","46.46"
"E06000019","2018","44.78"
"E06000051","2018","42.29"
"E06000021","2018","46.41"
"E06000020","2018","55.03"
"E10000028","2018","51.88"
"E07000192","2018","53.29"
"E07000193","2018","39.6"
"E07000194","2018","46.99"
"E07000195","2018","44.01"
"E07000196","2018","51.77"
"E07000197","2018","56.59"
"E07000198","2018","51.16"
"E07000199","2018","54.65"
"E10000031","2018","50.65"
"E07000218","2018","50.88"
"E07000219","2018","45.99"
"E07000220","2018","54.1"
"E07000221","2018","54.78"
"E07000222","2018","48.85"
"E08000025","2018","44.41"
"E08000026","2018","45.45"
"E08000027","2018","49.8"
"E08000028","2018","43.46"
"E08000029","2018","56.19"
"E08000030","2018","43.15"
"E08000031","2018","52.67"
"E10000034","2018","54.16"
"E07000234","2018","50.2"
"E07000235","2018","50.87"
"E07000236","2018","48.85"
"E07000237","2018","47.98"
"E07000238","2018","57.5"
"E07000239","2018","56.14"
"E12000006","2018","53.35"
"E06000055","2018","50.11"
"E06000056","2018","46.69"
"E06000032","2018","43.92"
"E06000031","2018","45.35"
"E06000033","2018","44.77"
"E06000034","2018","47.78"
"E10000003","2018","49.05"
"E07000008","2018","63.8"
"E07000009","2018","56.52"
"E07000010","2018","53.38"
"E07000011","2018","53.03"
"E07000012","2018","57.81"
"E10000012","2018","54.78"
"E07000066","2018","42.56"
"E07000067","2018","53.85"
"E07000068","2018","58.23"
"E07000069","2018","51.35"
"E07000070","2018","40.01"
"E07000071","2018","50.63"
"E07000072","2018","46.32"
"E07000073","2018","54.79"
"E07000074","2018","48.9"
"E07000075","2018","49.91"
"E07000076","2018","51.17"
"E07000077","2018","57.75"
"E10000015","2018","50.18"
"E07000095","2018","53"
"E07000096","2018","56.86"
"E07000242","2018","59.54"
"E07000098","2018","49.7"
"E07000099","2018","62.47"
"E07000240","2018","53.1"
"E07000243","2018","45.53"
"E07000102","2018","54.99"
"E07000103","2018","46.01"
"E07000241","2018","52.15"
"E10000020","2018","54.48"
"E07000143","2018","54.46"
"E07000144","2018","45.94"
"E07000145","2018","42.87"
"E07000146","2018","57.49"
"E07000147","2018","52.97"
"E07000148","2018","57.83"
"E07000149","2018","49.01"
"E10000029","2018","49.61"
"E07000200","2018","45.89"
"E07000244","2018","54.51"
"E07000202","2018","49.47"
"E07000203","2018","57.16"
"E07000245","2018","55.63"
"E12000007","2018","#VALUE!"
"E09000007","2018","#VALUE!"
"E09000001","2018","#VALUE!"
"E09000012","2018","45.59"
"E09000013","2018","#VALUE!"
"E09000014","2018","#VALUE!"
"E09000019","2018","#VALUE!"
"E09000020","2018","#VALUE!"
"E09000022","2018","48.5"
"E09000023","2018","51.83"
"E09000025","2018","47.36"
"E09000028","2018","43.63"
"E09000030","2018","45.27"
"E09000032","2018","#VALUE!"
"E09000033","2018","#VALUE!"
"E09000002","2018","#VALUE!"
"E09000003","2018","#VALUE!"
"E09000004","2018","51.59"
"E09000005","2018","#VALUE!"
"E09000006","2018","55.59"
"E09000008","2018","47.2"
"E09000009","2018","#VALUE!"
"E09000010","2018","#VALUE!"
"E09000011","2018","50.52"
"E09000015","2018","#VALUE!"
"E09000016","2018","#VALUE!"
"E09000017","2018","55.43"
"E09000018","2018","56"
"E09000021","2018","#VALUE!"
"E09000024","2018","#VALUE!"
"E09000026","2018","#VALUE!"
"E09000027","2018","#VALUE!"
"E09000029","2018","#VALUE!"
"E09000031","2018","#VALUE!"
"E12000008","2018","49.44"
"E06000036","2018","51.32"
"E06000043","2018","54.4"
"E06000060","2018","#VALUE!"
"E06000046","2018","52.95"
"E06000035","2018","#VALUE!"
"E06000042","2018","51.92"
"E06000044","2018","40.65"
"E06000038","2018","47.44"
"E06000039","2018","51.87"
"E06000045","2018","53.99"
"E06000037","2018","51.31"
"E06000040","2018","59.76"
