"areacd","year","value"
"E06000041","2018","55.77"
"E10000011","2018","57.09"
"E07000061","2018","53.22"
"E07000062","2018","50.25"
"E07000063","2018","50.73"
"E07000064","2018","58.75"
"E07000065","2018","43.92"
"E10000014","2018","55.88"
"E07000084","2018","50.33"
"E07000085","2018","55.03"
"E07000086","2018","60.72"
"E07000087","2018","45.66"
"E07000088","2018","49.08"
"E07000089","2018","56.12"
"E07000090","2018","57.23"
"E07000091","2018","51.42"
"E07000092","2018","52.13"
"E07000093","2018","50.75"
"E07000094","2018","56.25"
"E10000016","2018","51.28"
"E07000105","2018","43.14"
"E07000106","2018","50.16"
"E07000107","2018","49.91"
"E07000108","2018","46.67"
"E07000112","2018","46.72"
"E07000109","2018","#VALUE!"
"E07000110","2018","#VALUE!"
"E07000111","2018","#VALUE!"
"E07000113","2018","#VALUE!"
"E07000114","2018","45.7"
"E07000115","2018","#VALUE!"
"E07000116","2018","#VALUE!"
"E10000025","2018","57.97"
"E07000177","2018","45.88"
"E07000178","2018","50.18"
"E07000179","2018","51.12"
"E07000180","2018","52.67"
"E07000181","2018","49.42"
"E10000030","2018","60.17"
"E07000207","2018","#VALUE!"
"E07000208","2018","#VALUE!"
"E07000209","2018","53.19"
"E07000210","2018","#VALUE!"
"E07000211","2018","#VALUE!"
"E07000212","2018","#VALUE!"
"E07000213","2018","60.58"
"E07000214","2018","54.68"
"E07000215","2018","56.36"
"E07000216","2018","57.79"
"E07000217","2018","#VALUE!"
"E10000032","2018","56.77"
"E07000223","2018","52.1"
"E07000224","2018","47.3"
"E07000225","2018","57.08"
"E07000226","2018","54.17"
"E07000227","2018","57.61"
"E07000228","2018","60.98"
"E07000229","2018","55.66"
"E12000009","2018","49.91"
"E06000022","2018","58.11"
"E06000058","2018","44.93"
"E06000023","2018","50.29"
"E06000059","2018","54.32"
"E06000024","2018","50.33"
"E06000026","2018","54.96"
"E06000025","2018","56.12"
"E06000030","2018","48.43"
"E06000027","2018","48.78"
"E06000054","2018","56.25"
"E10000008","2018","57.21"
"E07000040","2018","50.23"
"E07000041","2018","56.75"
"E07000042","2018","55.11"
"E07000043","2018","43.85"
"E07000044","2018","56.78"
"E07000045","2018","60.05"
"E07000046","2018","51.1"
"E07000047","2018","51.9"
"E10000013","2018","45.22"
"E07000078","2018","46.13"
"E07000079","2018","54.62"
"E07000080","2018","57.76"
"E07000081","2018","47.92"
"E07000082","2018","43.93"
"E07000083","2018","51.39"
"E10000027","2018","53.89"
"E07000187","2018","57.45"
"E07000188","2018","58.82"
"E07000246","2018","54.94"
"E07000189","2018","45.16"
